date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:09:53	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_ro_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_ro_____share_shot___.html	(from https://fast.com/ro/)
12:09:55	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_ro_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_ro_____share_shot___.html	(from https://fast.com/ro/)
12:09:57	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/fi/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/fi/share/____share_shot___.html	(from https://fast.com/fi/)
12:09:58	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_fi_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_fi_____share_shot___.html	(from https://fast.com/fi/)
12:10:00	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_fi_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_fi_____share_shot___.html	(from https://fast.com/fi/)
12:10:01	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/sv/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/sv/share/____share_shot___.html	(from https://fast.com/sv/)
12:10:03	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_sv_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_sv_____share_shot___.html	(from https://fast.com/sv/)
12:10:03	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_sv_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_sv_____share_shot___.html	(from https://fast.com/sv/)
12:10:05	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/tr/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/tr/share/____share_shot___.html	(from https://fast.com/tr/)
12:10:06	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_tr_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_tr_____share_shot___.html	(from https://fast.com/tr/)
12:10:08	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_tr_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_tr_____share_shot___.html	(from https://fast.com/tr/)
12:10:10	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/el/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/el/share/____share_shot___.html	(from https://fast.com/el/)
12:10:10	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_el_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_el_____share_shot___.html	(from https://fast.com/el/)
12:10:11	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_el_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_el_____share_shot___.html	(from https://fast.com/el/)
12:10:13	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/he/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/he/share/____share_shot___.html	(from https://fast.com/he/)
12:10:14	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_he_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_he_____share_shot___.html	(from https://fast.com/he/)
12:10:15	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_he_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_he_____share_shot___.html	(from https://fast.com/he/)
12:10:16	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/ar/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/ar/share/____share_shot___.html	(from https://fast.com/ar/)
12:10:18	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_ar_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_ar_____share_shot___.html	(from https://fast.com/ar/)
12:10:18	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_ar_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_ar_____share_shot___.html	(from https://fast.com/ar/)
12:10:20	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/th/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/th/share/____share_shot___.html	(from https://fast.com/th/)
12:10:22	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_th_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_th_____share_shot___.html	(from https://fast.com/th/)
12:10:24	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_th_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_th_____share_shot___.html	(from https://fast.com/th/)
12:10:24	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/zh/cn/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/zh/cn/share/____share_shot___.html	(from https://fast.com/zh/cn/)
12:10:26	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_zh-CN_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_zh-CN_____share_shot___.html	(from https://fast.com/zh/cn/)
12:10:27	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_zh-CN_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_zh-CN_____share_shot___.html	(from https://fast.com/zh/cn/)
12:10:27	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/zh/tw/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/zh/tw/share/____share_shot___.html	(from https://fast.com/zh/tw/)
12:10:28	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_zh-TW_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_zh-TW_____share_shot___.html	(from https://fast.com/zh/tw/)
12:10:30	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_zh-TW_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_zh-TW_____share_shot___.html	(from https://fast.com/zh/tw/)
12:10:32	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/ja/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/ja/share/____share_shot___.html	(from https://fast.com/ja/)
12:10:35	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_ja_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_ja_____share_shot___.html	(from https://fast.com/ja/)
12:10:36	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_ja_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_ja_____share_shot___.html	(from https://fast.com/ja/)
12:10:37	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/ko/share/____share_shot___.html	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/ko/share/____share_shot___.html	(from https://fast.com/ko/)
12:10:39	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/fb_ko_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/fb_ko_____share_shot___.html	(from https://fast.com/ko/)
12:10:41	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/assets/share/tw_ko_____share_shot___.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/share/tw_ko_____share_shot___.html	(from https://fast.com/ko/)
12:10:42	34856/34856	---M--	200	added ('OK')	image/png	etag:%2263ef0af9c8fe63dc7f8a2b6ae6a189a7%22	https://fast.com/assets/new-logo-vert-fit-f0bf05.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/new-logo-vert-fit-f0bf05.png	(from https://fast.com/app-07ba96.css)
12:10:42	1590/1590	---M-Z	200	added ('OK')	image/svg+xml	etag:%224c754a44f0c2f23e5b07132f0b99dbc5%22	https://fast.com/assets/new-logo-vert-37861c.svg	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/new-logo-vert-37861c.svg	(from https://fast.com/app-07ba96.css)
12:10:42	6515/6515	---M--	200	added ('OK')	image/png	etag:%22f906b91c5a4ca273b779e25eddd9596b%22	https://fast.com/assets/poweredby-fit-4f0259.png	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/poweredby-fit-4f0259.png	(from https://fast.com/app-07ba96.css)
12:10:42	3952/3952	---M-Z	200	added ('OK')	image/svg+xml	etag:%2272fdd0de18bc1887e1d8b2312b3ac65e%22	https://fast.com/assets/poweredby-865a3b.svg	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/poweredby-865a3b.svg	(from https://fast.com/app-07ba96.css)
12:10:43	4940/4940	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d7f5941ecc89af413f6cae580c8481a%22	https://fast.com/assets/fonts/fonts/oc-webfont.eot?hawyaq	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/fonts/fonts/oc-webfontdef1.eot	(from https://fast.com/assets/fonts/oc-webfont.min.css)
12:10:43	4764/4764	---M-Z	200	added ('OK')	font/ttf	etag:%228b7a28f40bd99d3bb64e742a34523b98%22	https://fast.com/assets/fonts/fonts/oc-webfont.ttf?hawyaq	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/fonts/fonts/oc-webfontdef1.ttf	(from https://fast.com/assets/fonts/oc-webfont.min.css)
12:10:43	4840/4840	---M--	200	added ('OK')	font/woff	etag:%22b80016def1234b100594be89239ea7a7%22	https://fast.com/assets/fonts/fonts/oc-webfont.woff?hawyaq	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/fonts/fonts/oc-webfontdef1.woff	(from https://fast.com/assets/fonts/oc-webfont.min.css)
12:10:43	10184/10184	---M-Z	200	added ('OK')	image/svg+xml	etag:%227eb192ff0338cab1edcceaf80f7cba37%22	https://fast.com/assets/fonts/fonts/oc-webfont.svg?hawyaq	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/assets/fonts/fonts/oc-webfontdef1.svg	(from https://fast.com/assets/fonts/oc-webfont.min.css)
12:10:46	4006/4006	---M-Z	200	added ('OK')	text/html	etag:%2258875cb1a6084f07a3effd7fe05c7573%22	https://fast.com/app.css	C:/Users/rohan.rustagi/OneDrive%20-%20Duck%20Creek%20Technologies%20LLC/Desktop/FAST/fast.com/app.html	(from https://fast.com/share/____share_shot___.html)
